,ANGPTL4,BCL11B,CACNB4,CAMK4,CHRM3,CP,DNALI1,EGR1,FGF14,GABRD,GFAP,GRAMD3,GREM2,GRIA3,ITPKB,KCNAB1,KCNIP2,KCNN3,LDB2,MCTP1,MMD,MYT1L,NETO2,PAK3,PENK,PRKCG,PRMT8,RFX4,SCN2B,SLC14A1,SLC7A2,SLC9A7,SYT17,TNC,TPBG
GSM1424100,-0.6748559309737379,0.860375031335457,0.3621588846367743,0.06166736875476069,1.0220536931342625,1.0576070084623446,0.7329985373629537,0.15293500412813973,0.8440540141307683,0.4314404845381957,1.5986804442690221,0.9836085391901399,0.06268306519768689,-0.16049235591074565,0.5037593655570239,0.05039958321209324,-0.435337378545075,0.5652621397966199,0.8209034239190467,1.1314240356191994,-0.8960237000167699,0.749070069560018,0.8665174628932382,0.597452072023447,-0.21095261098277238,-1.3875917158444544,-1.4158862495014513,0.9135118108873641,-0.692126671958931,0.28180182174698465,0.18930841705096244,-0.5996382547373957,0.3851936612753703,-1.4269624432271917,0.8712032336503505
GSM1424101,-0.8729664222763599,0.6762670093921196,0.03646422395994369,0.5745701466307678,0.7035108770750306,-1.2966736588184318,-1.050985009163605,0.8067124623953039,0.5403820159686381,0.7893815122498892,-0.38259780282101974,0.041731368805599085,0.40187924075777776,-0.7179694883895245,-0.7502846253426233,0.46490385077619856,-1.2155929218906134,0.07980350840928666,0.5682019044754966,0.37013041493955817,0.6783706695334704,0.32207045359659364,0.8290951807797401,0.6543479224806106,0.2064340237866022,-0.9097107636723405,0.13695116747908692,-0.05814318974779687,-0.4179299054228859,-0.08301193521878418,-0.6730955519288704,-0.10335082736258369,0.060167479857898956,1.436502816337657,0.5593448366863663
GSM1424102,-1.195305549552614,1.2532994239318427,1.8672797394983995,1.34246531226436,1.6892646425206541,-1.1412687161689417,-1.496339129572728,0.8602961410978022,1.510034617932344,1.125627661314719,-1.2408930990935916,-0.9190627363731954,0.6212705056059817,0.23887639576730055,-1.5922891765070848,1.2393712797974685,-1.1740763160073593,-1.633824779233995,1.2345671795773827,2.3242382576334215,1.2134162331739349,1.090153885539185,1.4879895883674672,1.37749504106798,1.2625943051477497,-0.9336311698364249,0.7918034595787059,-1.8303488904051797,-0.707325699512775,-1.4227311287701003,-1.0774773678259664,0.8224325307755865,-0.33310481718995955,-0.6174599089134295,0.9981641738445465
GSM1424103,-1.2201113663638234,0.8073904081714146,0.6429875911268901,1.0817859485938384,1.44621578893446,-1.6210575237569416,-1.4256962917025926,0.9085678474504352,0.8616005365226563,1.5259778633081391,-0.9205794549297635,-0.41540027856126344,0.7729401901862808,-0.2283016229364911,-1.0952254114937519,0.5682480628966365,-1.1113512054506984,-0.7359748074612361,1.0258018524574157,1.4939058243968009,0.35080376362269483,0.7062643483860657,0.9670040498624114,0.8330543569930423,0.8018329290951207,-0.5791090765292597,0.863736460273737,-0.950297366112134,-0.25000673816270813,-0.8576247468487801,-1.6098498565385868,0.33842606676005477,-0.45829967282518586,-0.1917261663632378,0.3488876296957999
GSM1424104,-0.31410333983216754,0.5323545725805179,0.6502247096397102,0.31309630398085286,0.4663790765185501,-0.7936572025398461,-0.04490850238033787,1.221347709943312,0.37284980730442935,0.514150793231036,-0.12647951959545106,0.31604612244080743,-0.6893551750339963,-0.14919453057465504,-0.16243847579974394,-0.08214997597813169,-0.8764270471623254,1.162409322721784,0.35524101258542057,0.18028536712838059,-0.5170862456415952,-0.07571364989054002,0.42071228234656644,0.23547114925558163,-0.5602018159348767,-0.5992931352669048,0.11611769944539019,-0.012086203922945947,-0.13165275404070612,-0.24547217692844936,-0.4429461541916302,-0.8015487044839272,-0.3504849822710408,1.148063203554676,-0.3298990955377571
GSM1424105,-0.4235508401576992,-0.3695757248092622,0.585322178863741,0.17422464055948478,-0.4922685530729314,-0.4535029624529551,-0.05482271372925894,0.891976913038027,-0.2514957089503686,0.9417860568682086,-0.10416761398770179,0.6207070894376797,-0.6076781245210419,0.1508083432078761,-0.02299343203143766,-0.3956771534276734,-0.024158665299783406,0.31008370646871675,0.005508580799587223,-0.6057738310967682,0.3329469607409382,-0.3737347106871782,0.2727269942280662,-0.40664043187218707,-0.9548112846747202,-0.16059351702063443,0.6338187199336847,0.6189598116713018,0.6129064542986817,-0.7410862906902322,-0.6785166664771113,-0.4611545917516443,0.8617834327545317,-0.35710981034194716,0.1889047456739854
GSM1424106,-0.6281815222056406,0.9894262138339762,0.04163618545300438,1.0527437994907267,0.8684872745869731,0.14638500695387804,-0.15295562144548971,0.2793312126759856,1.343093179850321,0.8413705277690823,-0.88757823260975,-0.7163373672054726,0.46293601673011076,0.06215790188613147,-1.3377814850990697,1.2251270860451404,-0.742568022497771,-0.177426092074338,0.9946228583897546,1.649935901799088,0.7584958698720944,0.7307884641390221,0.8739461170719423,1.2531434851462293,0.55918158282675,-0.8432707511028684,0.5493108455264742,-0.5185108144100612,-0.0014229137752876304,0.05987305883172323,-0.23728620986106802,1.0548360755169033,1.5126151392928195,-0.7806229718838003,1.006569614288613
GSM1424107,-0.9063468056136313,1.0911726263871477,0.9186790391027685,0.9129675769146761,0.7259862095149433,-0.7641902582351622,-0.010810002460623792,0.825295849283289,1.249496512039194,1.505892486243263,-0.6628378651911191,-0.5863526944582489,0.9461654440853929,-0.0164906445181465,-1.1234887767126374,0.9931105261392277,-0.5398795812808981,-0.5131498871415636,1.151158049296461,-0.3118639713892904,0.4034008108248809,0.8061677949523485,0.9658621426081572,1.083433375844442,1.0265793399169292,-0.7013394533375842,0.7192290760197622,-1.0777964354474432,0.7060219574016483,-0.7110086989209969,-1.0636304173891469,1.933992914228994,0.6786074761483908,-0.2529902171661091,1.4560662049993758
GSM1424108,-1.1835232980592127,1.9859457646947676,1.5234452635546873,1.5012133593363683,1.3089579182369544,-2.159029869953727,0.23845654045654388,1.3531942998236228,1.6494095874728798,0.93422605548522,-0.93966186966257,-0.704138276162132,-0.09012590744831725,-0.07872933774928334,-1.4374553493391435,1.3866102310242818,-0.5179894273925104,-0.1784484106386255,1.3565927151413983,1.4397853866155839,1.088533291653769,1.0639271041624425,1.4587593697527435,1.4977765650857482,0.11355026931608128,-0.3631959833899429,0.8964259210361023,-0.6279162472387019,0.8091678293362204,-0.31461507569557484,-0.9338364992653523,0.826837688677534,2.564714604654475,-1.3539727613672308,1.343067903962047
GSM1424109,-0.15350048121841456,-1.3347262796676123,-0.3885726856629775,-1.1771978542679704,-1.0350867187037973,0.26886444855672265,0.40642136606314644,-1.1333878707982081,-1.1818022360001794,-0.4456742827837272,0.36020967620951094,1.1310607143305667,-2.929026859346977,-0.9205539360155489,0.5189887854915989,-0.7925390887225326,0.2857809475838959,1.26362082155536,-0.9572502304876024,-0.8449654144118116,-1.5394743603212628,-0.8986146321648836,-0.9640090876147624,-1.143453270975419,-2.2676877367709314,-0.771946042850788,-0.9374756115145356,0.4324069212001906,1.7089907058103089,1.4128385498157785,0.30682911092919346,-1.5688132887943145,-0.8656811676722118,-0.42617784194393266,-1.0376564179916998
GSM1424110,-0.8607920736864707,0.09423383535385792,-0.2901872039312889,0.38392795962849663,0.8097451893631791,-0.6626199910869318,-1.6501868211463024,1.1153345012776525,0.250186767807828,1.2266829244364545,-0.32127180848008124,-1.002740867476468,0.05441954731981806,-0.9031799425335065,-0.7271839857538489,0.599994216742836,-0.9462685920349124,-1.057182201840676,0.48216764271623086,0.37037692026812624,-0.8290253358220259,0.27530017647771327,0.10605921701794073,0.2878142345337317,0.04744722381580576,-0.6832082352195814,0.7937026624237916,-0.8833467735082099,-0.7974842402519838,-0.5549092314595733,-1.4726550036430779,-1.548562248106169,-0.7896971690174113,-0.012455781390815678,0.39565340422250295
GSM1424111,-1.0176098920657182,1.3702476254367357,1.3359446630892706,1.2292663205806347,0.8836486625308776,-0.9272095422452223,-0.1772411673348567,0.9189533347269596,1.409900192842611,0.9223685340027598,-0.8025078474572321,-0.4438224804084901,1.5453715753521293,0.3259103345246839,-1.1763783560286891,1.0180708605381543,-1.1546862039730454,-0.5551486162928431,1.2785728791589965,0.9238088935900662,0.09241770440221124,0.7976244698318958,1.4190366398698184,1.2376132960558592,0.6349655645401048,-1.0884671275599862,0.5636108562071027,-0.9965937917023018,-0.20150163940092006,-0.6252047434886971,-1.222985913439705,0.8130570812193919,-0.19315186967537196,0.06407483756885161,0.6805100596038844
GSM1424112,-0.8735107057369605,2.2082849004197156,0.26445366246658236,1.1194615285874598,1.7013026587679385,-1.439839059797433,-0.1975879366619654,0.09229791036291907,1.2084813442377802,1.0021903597637618,-1.0175047941374007,-0.45809218916761724,1.590459233969778,-0.028482642522258312,-1.0684319741261061,1.1888859436269041,-1.1094234239603817,-0.663148990195914,0.9496947700680695,1.2956400321737682,1.0815062341232153,0.7118106596528179,1.077824845340703,1.2929094160283572,0.154958104307519,-0.4158857868565206,0.9951950016291494,-0.4200279850427967,-0.6625775945269008,-0.8031525831723966,-0.6551737101896169,0.6380862490093044,2.3635216634150846,-0.7887095631476766,0.30313180100534465
GSM1424113,0.9276684450155482,-0.11261396851726269,-0.2483904085888007,-0.17323154700649782,0.4563544066776825,1.7769627270581814,-0.5658370758025827,-0.8984373268704511,0.5016741405059246,-0.0029216120892065624,0.8392703250156702,0.6926719105027125,0.7380788148243462,-1.4265686999334977,0.38949002522270304,-0.3443832201059363,-0.7749264830542618,0.286440497969181,0.17063871180485699,-0.574360405261277,-1.0101514724871186,0.1746969759776834,-0.33545484292127103,-0.07929794385176557,-0.6947138351446159,-1.6562859560070196,-2.0228916571281603,1.9501179036353646,-0.2559741601818116,0.7774748446915214,1.3031754680101861,-1.6385058219168025,-1.3712338300235567,1.129841955276205,0.4595672864125335
